market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity,weapon,collection,rarity,float_min,float_max,tradeup_to
AK-47 | Aquamarine Revenge (Battle-Scarred),AK-47 | Aquamarine Revenge,Battle-Scarred,25.35,32.5,43.67,18,AK-47,The Falchion Collection,Covert,0.0,1.0,
MAC-10 | Commuter (Well-Worn),MAC-10 | Commuter,Well-Worn,,11.59,,0,MAC-10,The Baggage Collection,Industrial Grade,0.0,1.0,Mil-Spec
MAC-10 | Copper Borre (Battle-Scarred),MAC-10 | Copper Borre,Battle-Scarred,,98.02,,0,MAC-10,The Norse Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Copper Borre (Factory New),MAC-10 | Copper Borre,Factory New,168.74,160.71,198.93,8,MAC-10,The Norse Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Copper Borre (Field-Tested),MAC-10 | Copper Borre,Field-Tested,,129.2,,0,MAC-10,The Norse Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Copper Borre (Minimal Wear),MAC-10 | Copper Borre,Minimal Wear,159.41,144.5,159.41,1,MAC-10,The Norse Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Copper Borre (Well-Worn),MAC-10 | Copper Borre,Well-Worn,,125.15,,0,MAC-10,The Norse Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Curse (Battle-Scarred),MAC-10 | Curse,Battle-Scarred,,9.78,,0,MAC-10,The Huntsman Collection,Restricted,0.0,0.5,Classified
MAC-10 | Curse (Factory New),MAC-10 | Curse,Factory New,12.2,13.98,22.86,15,MAC-10,The Huntsman Collection,Restricted,0.0,0.5,Classified
MAC-10 | Curse (Field-Tested),MAC-10 | Curse,Field-Tested,9.16,9.44,11.75,7,MAC-10,The Huntsman Collection,Restricted,0.0,0.5,Classified
MAC-10 | Curse (Minimal Wear),MAC-10 | Curse,Minimal Wear,10.22,11.1,19.05,19,MAC-10,The Huntsman Collection,Restricted,0.0,0.5,Classified
MAC-10 | Curse (Well-Worn),MAC-10 | Curse,Well-Worn,10.52,9.71,11.24,3,MAC-10,The Huntsman Collection,Restricted,0.0,0.5,Classified
MAC-10 | Derailment (Battle-Scarred),MAC-10 | Derailment,Battle-Scarred,2.64,2.86,5.83,7,MAC-10,The Train 2025 Collection,Restricted,0.0,0.7,Classified
MAC-10 | Derailment (Factory New),MAC-10 | Derailment,Factory New,14.0,17.13,23.23,24,MAC-10,The Train 2025 Collection,Restricted,0.0,0.7,Classified
MAC-10 | Derailment (Field-Tested),MAC-10 | Derailment,Field-Tested,3.83,3.96,6.06,30,MAC-10,The Train 2025 Collection,Restricted,0.0,0.7,Classified
MAC-10 | Derailment (Minimal Wear),MAC-10 | Derailment,Minimal Wear,9.7,9.69,13.32,23,MAC-10,The Train 2025 Collection,Restricted,0.0,0.7,Classified
MAC-10 | Derailment (Well-Worn),MAC-10 | Derailment,Well-Worn,2.84,3.23,4.37,2,MAC-10,The Train 2025 Collection,Restricted,0.0,0.7,Classified
MAC-10 | Disco Tech (Battle-Scarred),MAC-10 | Disco Tech,Battle-Scarred,1.48,1.77,4.5,37,MAC-10,The Prisma 2 Collection,Classified,0.0,1.0,Covert
MAC-10 | Disco Tech (Factory New),MAC-10 | Disco Tech,Factory New,20.0,22.17,37.47,23,MAC-10,The Prisma 2 Collection,Classified,0.0,1.0,Covert
MAC-10 | Disco Tech (Field-Tested),MAC-10 | Disco Tech,Field-Tested,2.17,2.79,4.08,347,MAC-10,The Prisma 2 Collection,Classified,0.0,1.0,Covert
MAC-10 | Disco Tech (Minimal Wear),MAC-10 | Disco Tech,Minimal Wear,5.26,6.63,13.18,74,MAC-10,The Prisma 2 Collection,Classified,0.0,1.0,Covert
MAC-10 | Disco Tech (Well-Worn),MAC-10 | Disco Tech,Well-Worn,2.0,2.2,3.9,80,MAC-10,The Prisma 2 Collection,Classified,0.0,1.0,Covert
MAC-10 | Echoing Sands (Battle-Scarred),MAC-10 | Echoing Sands,Battle-Scarred,0.08,0.13,0.41,60,MAC-10,The Anubis Collection,Industrial Grade,0.02,0.8,Mil-Spec
MAC-10 | Echoing Sands (Factory New),MAC-10 | Echoing Sands,Factory New,1.28,0.63,3.85,20,MAC-10,The Anubis Collection,Industrial Grade,0.02,0.8,Mil-Spec
MAC-10 | Echoing Sands (Field-Tested),MAC-10 | Echoing Sands,Field-Tested,0.08,0.11,0.63,377,MAC-10,The Anubis Collection,Industrial Grade,0.02,0.8,Mil-Spec
MAC-10 | Echoing Sands (Minimal Wear),MAC-10 | Echoing Sands,Minimal Wear,0.18,0.25,0.89,165,MAC-10,The Anubis Collection,Industrial Grade,0.02,0.8,Mil-Spec
MAC-10 | Echoing Sands (Well-Worn),MAC-10 | Echoing Sands,Well-Worn,0.11,0.14,0.36,24,MAC-10,The Anubis Collection,Industrial Grade,0.02,0.8,Mil-Spec
MAC-10 | Ensnared (Battle-Scarred),MAC-10 | Ensnared,Battle-Scarred,0.03,0.04,0.12,464,MAC-10,The Dreams & Nightmares Collection,Mil-Spec Grade,0.0,0.9,
MAC-10 | Ensnared (Factory New),MAC-10 | Ensnared,Factory New,0.31,0.38,4.54,147,MAC-10,The Dreams & Nightmares Collection,Mil-Spec Grade,0.0,0.9,
MAC-10 | Ensnared (Field-Tested),MAC-10 | Ensnared,Field-Tested,0.04,0.06,0.17,2044,MAC-10,The Dreams & Nightmares Collection,Mil-Spec Grade,0.0,0.9,
MAC-10 | Ensnared (Minimal Wear),MAC-10 | Ensnared,Minimal Wear,0.06,0.09,0.35,496,MAC-10,The Dreams & Nightmares Collection,Mil-Spec Grade,0.0,0.9,
MAC-10 | Ensnared (Well-Worn),MAC-10 | Ensnared,Well-Worn,0.03,0.04,0.13,750,MAC-10,The Dreams & Nightmares Collection,Mil-Spec Grade,0.0,0.9,
MAC-10 | Fade (Factory New),MAC-10 | Fade,Factory New,54.16,66.94,110.52,58,MAC-10,The Chop Shop Collection,Mil-Spec Grade,0.0,0.08,
MAC-10 | Fade (Minimal Wear),MAC-10 | Fade,Minimal Wear,,60.9,,0,MAC-10,The Chop Shop Collection,Mil-Spec Grade,0.0,0.08,
MAC-10 | Gold Brick (Battle-Scarred),MAC-10 | Gold Brick,Battle-Scarred,,42.95,,0,MAC-10,The Ancient Collection,Restricted,0.0,0.7,Classified
MAC-10 | Gold Brick (Factory New),MAC-10 | Gold Brick,Factory New,66.9,70.96,98.04,28,MAC-10,The Ancient Collection,Restricted,0.0,0.7,Classified
MAC-10 | Gold Brick (Field-Tested),MAC-10 | Gold Brick,Field-Tested,51.91,52.6,57.3,3,MAC-10,The Ancient Collection,Restricted,0.0,0.7,Classified
MAC-10 | Gold Brick (Minimal Wear),MAC-10 | Gold Brick,Minimal Wear,60.32,58.97,60.32,1,MAC-10,The Ancient Collection,Restricted,0.0,0.7,Classified
MAC-10 | Gold Brick (Well-Worn),MAC-10 | Gold Brick,Well-Worn,,40.98,,0,MAC-10,The Ancient Collection,Restricted,0.0,0.7,Classified
MAC-10 | Graven (Battle-Scarred),MAC-10 | Graven,Battle-Scarred,29.29,27.45,29.64,2,MAC-10,The Bravo Collection,Restricted,0.06,0.8,Classified
MAC-10 | Graven (Factory New),MAC-10 | Graven,Factory New,35.59,37.94,62.61,3,MAC-10,The Bravo Collection,Restricted,0.06,0.8,Classified
MAC-10 | Graven (Field-Tested),MAC-10 | Graven,Field-Tested,23.64,29.36,30.37,12,MAC-10,The Bravo Collection,Restricted,0.06,0.8,Classified
MAC-10 | Graven (Minimal Wear),MAC-10 | Graven,Minimal Wear,49.13,29.98,49.13,1,MAC-10,The Bravo Collection,Restricted,0.06,0.8,Classified
MAC-10 | Graven (Well-Worn),MAC-10 | Graven,Well-Worn,24.99,26.58,24.99,1,MAC-10,The Bravo Collection,Restricted,0.06,0.8,Classified
MAC-10 | Heat (Battle-Scarred),MAC-10 | Heat,Battle-Scarred,2.89,3.01,8.53,9,MAC-10,The Phoenix Collection,Restricted,0.0,1.0,Classified
MAC-10 | Heat (Factory New),MAC-10 | Heat,Factory New,11.87,13.53,32.43,23,MAC-10,The Phoenix Collection,Restricted,0.0,1.0,Classified
MAC-10 | Heat (Field-Tested),MAC-10 | Heat,Field-Tested,4.8,5.12,10.45,56,MAC-10,The Phoenix Collection,Restricted,0.0,1.0,Classified
MAC-10 | Heat (Minimal Wear),MAC-10 | Heat,Minimal Wear,8.8,10.18,13.06,27,MAC-10,The Phoenix Collection,Restricted,0.0,1.0,Classified
MAC-10 | Heat (Well-Worn),MAC-10 | Heat,Well-Worn,3.04,3.46,4.64,17,MAC-10,The Phoenix Collection,Restricted,0.0,1.0,Classified
MAC-10 | Hot Snakes (Battle-Scarred),MAC-10 | Hot Snakes,Battle-Scarred,132.15,109.73,132.15,1,MAC-10,The Havoc Collection,Classified,0.0,1.0,Covert
MAC-10 | Hot Snakes (Factory New),MAC-10 | Hot Snakes,Factory New,410.0,421.58,418.84,2,MAC-10,The Havoc Collection,Classified,0.0,1.0,Covert
MAC-10 | Hot Snakes (Field-Tested),MAC-10 | Hot Snakes,Field-Tested,189.0,126.71,192.0,3,MAC-10,The Havoc Collection,Classified,0.0,1.0,Covert
MAC-10 | Hot Snakes (Minimal Wear),MAC-10 | Hot Snakes,Minimal Wear,,392.0,,0,MAC-10,The Havoc Collection,Classified,0.0,1.0,Covert
MAC-10 | Hot Snakes (Well-Worn),MAC-10 | Hot Snakes,Well-Worn,,109.14,,0,MAC-10,The Havoc Collection,Classified,0.0,1.0,Covert
MAC-10 | Indigo (Battle-Scarred),MAC-10 | Indigo,Battle-Scarred,2.76,3.2,4.67,16,MAC-10,The Cobblestone Collection,Consumer Grade,0.06,0.8,
MAC-10 | Indigo (Factory New),MAC-10 | Indigo,Factory New,,24.17,,0,MAC-10,The Cobblestone Collection,Consumer Grade,0.06,0.8,
MAC-10 | Indigo (Field-Tested),MAC-10 | Indigo,Field-Tested,2.8,3.33,6.21,30,MAC-10,The Cobblestone Collection,Consumer Grade,0.06,0.8,
MAC-10 | Indigo (Minimal Wear),MAC-10 | Indigo,Minimal Wear,3.53,4.1,5.91,16,MAC-10,The Cobblestone Collection,Consumer Grade,0.06,0.8,
MAC-10 | Indigo (Well-Worn),MAC-10 | Indigo,Well-Worn,3.01,3.2,5.08,7,MAC-10,The Cobblestone Collection,Consumer Grade,0.06,0.8,
MAC-10 | Lapis Gator (Battle-Scarred),MAC-10 | Lapis Gator,Battle-Scarred,1.82,0.67,1.83,2,MAC-10,The Wildfire Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Lapis Gator (Factory New),MAC-10 | Lapis Gator,Factory New,1.05,1.11,10.88,42,MAC-10,The Wildfire Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Lapis Gator (Field-Tested),MAC-10 | Lapis Gator,Field-Tested,0.69,0.73,1.82,95,MAC-10,The Wildfire Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Lapis Gator (Minimal Wear),MAC-10 | Lapis Gator,Minimal Wear,0.66,0.75,3.08,27,MAC-10,The Wildfire Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Lapis Gator (Well-Worn),MAC-10 | Lapis Gator,Well-Worn,0.43,0.56,0.83,18,MAC-10,The Wildfire Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Last Dive (Battle-Scarred),MAC-10 | Last Dive,Battle-Scarred,2.1,1.7,3.75,4,MAC-10,The Spectrum Collection,Restricted,0.0,0.52,Classified
MAC-10 | Last Dive (Factory New),MAC-10 | Last Dive,Factory New,3.3,4.11,7.85,18,MAC-10,The Spectrum Collection,Restricted,0.0,0.52,Classified
MAC-10 | Last Dive (Field-Tested),MAC-10 | Last Dive,Field-Tested,1.52,1.92,2.27,23,MAC-10,The Spectrum Collection,Restricted,0.0,0.52,Classified
MAC-10 | Last Dive (Minimal Wear),MAC-10 | Last Dive,Minimal Wear,1.87,2.26,4.0,30,MAC-10,The Spectrum Collection,Restricted,0.0,0.52,Classified
MAC-10 | Last Dive (Well-Worn),MAC-10 | Last Dive,Well-Worn,1.72,1.99,2.4,10,MAC-10,The Spectrum Collection,Restricted,0.0,0.52,Classified
MAC-10 | Light Box (Battle-Scarred),MAC-10 | Light Box,Battle-Scarred,0.05,0.06,0.7,70,MAC-10,The Kilowatt Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Light Box (Factory New),MAC-10 | Light Box,Factory New,0.53,0.56,3.02,160,MAC-10,The Kilowatt Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Light Box (Field-Tested),MAC-10 | Light Box,Field-Tested,0.06,0.08,0.38,147,MAC-10,The Kilowatt Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Light Box (Minimal Wear),MAC-10 | Light Box,Minimal Wear,0.1,0.16,0.64,373,MAC-10,The Kilowatt Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Light Box (Well-Worn),MAC-10 | Light Box,Well-Worn,0.04,0.07,0.31,118,MAC-10,The Kilowatt Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Malachite (Battle-Scarred),MAC-10 | Malachite,Battle-Scarred,1.28,1.28,1.97,5,MAC-10,The Chroma Collection,Restricted,0.0,0.5,Classified
MAC-10 | Malachite (Factory New),MAC-10 | Malachite,Factory New,4.32,4.8,6.78,28,MAC-10,The Chroma Collection,Restricted,0.0,0.5,Classified
MAC-10 | Malachite (Field-Tested),MAC-10 | Malachite,Field-Tested,1.32,1.64,3.37,36,MAC-10,The Chroma Collection,Restricted,0.0,0.5,Classified
MAC-10 | Malachite (Minimal Wear),MAC-10 | Malachite,Minimal Wear,3.13,2.73,6.95,11,MAC-10,The Chroma Collection,Restricted,0.0,0.5,Classified
MAC-10 | Malachite (Well-Worn),MAC-10 | Malachite,Well-Worn,1.11,1.49,2.25,12,MAC-10,The Chroma Collection,Restricted,0.0,0.5,Classified
MAC-10 | Monkeyflage (Battle-Scarred),MAC-10 | Monkeyflage,Battle-Scarred,0.03,0.04,0.15,556,MAC-10,The Recoil Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Monkeyflage (Factory New),MAC-10 | Monkeyflage,Factory New,0.25,0.29,6.95,62,MAC-10,The Recoil Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Monkeyflage (Field-Tested),MAC-10 | Monkeyflage,Field-Tested,0.03,0.05,0.09,897,MAC-10,The Recoil Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Monkeyflage (Minimal Wear),MAC-10 | Monkeyflage,Minimal Wear,0.08,0.09,0.43,173,MAC-10,The Recoil Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Monkeyflage (Well-Worn),MAC-10 | Monkeyflage,Well-Worn,0.02,0.04,0.08,838,MAC-10,The Recoil Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Neon Rider (Factory New),MAC-10 | Neon Rider,Factory New,13.04,16.54,21.53,99,MAC-10,The Chroma 2 Collection,Covert,0.0,0.45,
MAC-10 | Neon Rider (Field-Tested),MAC-10 | Neon Rider,Field-Tested,7.51,8.79,16.06,71,MAC-10,The Chroma 2 Collection,Covert,0.0,0.45,
MAC-10 | Neon Rider (Minimal Wear),MAC-10 | Neon Rider,Minimal Wear,9.09,9.99,11.96,67,MAC-10,The Chroma 2 Collection,Covert,0.0,0.45,
MAC-10 | Neon Rider (Well-Worn),MAC-10 | Neon Rider,Well-Worn,7.62,9.08,17.24,8,MAC-10,The Chroma 2 Collection,Covert,0.0,0.45,
MAC-10 | Nuclear Garden (Battle-Scarred),MAC-10 | Nuclear Garden,Battle-Scarred,5.0,6.1,6.81,6,MAC-10,The Cache Collection,Mil-Spec Grade,0.0,0.7,
MAC-10 | Nuclear Garden (Factory New),MAC-10 | Nuclear Garden,Factory New,11.97,13.17,22.88,29,MAC-10,The Cache Collection,Mil-Spec Grade,0.0,0.7,
MAC-10 | Nuclear Garden (Field-Tested),MAC-10 | Nuclear Garden,Field-Tested,7.34,6.97,9.67,52,MAC-10,The Cache Collection,Mil-Spec Grade,0.0,0.7,
MAC-10 | Nuclear Garden (Minimal Wear),MAC-10 | Nuclear Garden,Minimal Wear,8.95,9.37,19.91,9,MAC-10,The Cache Collection,Mil-Spec Grade,0.0,0.7,
MAC-10 | Nuclear Garden (Well-Worn),MAC-10 | Nuclear Garden,Well-Worn,8.26,6.07,8.26,1,MAC-10,The Cache Collection,Mil-Spec Grade,0.0,0.7,
MAC-10 | Oceanic (Battle-Scarred),MAC-10 | Oceanic,Battle-Scarred,0.06,0.08,0.37,40,MAC-10,The Spectrum 2 Collection,Mil-Spec Grade,0.0,0.6,
MAC-10 | Oceanic (Factory New),MAC-10 | Oceanic,Factory New,0.26,0.36,3.9,84,MAC-10,The Spectrum 2 Collection,Mil-Spec Grade,0.0,0.6,
MAC-10 | Oceanic (Field-Tested),MAC-10 | Oceanic,Field-Tested,0.13,0.19,0.56,239,MAC-10,The Spectrum 2 Collection,Mil-Spec Grade,0.0,0.6,
MAC-10 | Oceanic (Minimal Wear),MAC-10 | Oceanic,Minimal Wear,0.14,0.19,0.71,96,MAC-10,The Spectrum 2 Collection,Mil-Spec Grade,0.0,0.6,
MAC-10 | Oceanic (Well-Worn),MAC-10 | Oceanic,Well-Worn,0.1,0.13,0.29,36,MAC-10,The Spectrum 2 Collection,Mil-Spec Grade,0.0,0.6,
MAC-10 | Palm (Battle-Scarred),MAC-10 | Palm,Battle-Scarred,0.04,0.06,0.39,37,MAC-10,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
MAC-10 | Palm (Factory New),MAC-10 | Palm,Factory New,1.01,0.4,1.66,8,MAC-10,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
MAC-10 | Palm (Field-Tested),MAC-10 | Palm,Field-Tested,0.06,0.08,0.32,230,MAC-10,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
MAC-10 | Palm (Minimal Wear),MAC-10 | Palm,Minimal Wear,0.13,0.19,0.54,49,MAC-10,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
MAC-10 | Palm (Well-Worn),MAC-10 | Palm,Well-Worn,0.04,0.06,0.31,29,MAC-10,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
MAC-10 | Pipe Down (Battle-Scarred),MAC-10 | Pipe Down,Battle-Scarred,0.31,0.41,1.15,27,MAC-10,The Danger Zone Collection,Restricted,0.0,0.9,Classified
MAC-10 | Pipe Down (Factory New),MAC-10 | Pipe Down,Factory New,2.79,2.8,7.94,23,MAC-10,The Danger Zone Collection,Restricted,0.0,0.9,Classified
MAC-10 | Pipe Down (Field-Tested),MAC-10 | Pipe Down,Field-Tested,0.36,0.5,1.09,109,MAC-10,The Danger Zone Collection,Restricted,0.0,0.9,Classified
MAC-10 | Pipe Down (Minimal Wear),MAC-10 | Pipe Down,Minimal Wear,0.87,1.0,3.54,30,MAC-10,The Danger Zone Collection,Restricted,0.0,0.9,Classified
MAC-10 | Pipe Down (Well-Worn),MAC-10 | Pipe Down,Well-Worn,0.31,0.44,0.66,38,MAC-10,The Danger Zone Collection,Restricted,0.0,0.9,Classified
MAC-10 | Pipsqueak (Battle-Scarred),MAC-10 | Pipsqueak,Battle-Scarred,0.4,0.41,1.86,29,MAC-10,The Overpass 2024 Collection,Mil-Spec Grade,0.0,0.9,
MAC-10 | Pipsqueak (Factory New),MAC-10 | Pipsqueak,Factory New,3.15,3.31,5.36,169,MAC-10,The Overpass 2024 Collection,Mil-Spec Grade,0.0,0.9,
MAC-10 | Pipsqueak (Field-Tested),MAC-10 | Pipsqueak,Field-Tested,0.47,0.65,1.54,176,MAC-10,The Overpass 2024 Collection,Mil-Spec Grade,0.0,0.9,
MAC-10 | Pipsqueak (Minimal Wear),MAC-10 | Pipsqueak,Minimal Wear,1.18,1.29,2.2,119,MAC-10,The Overpass 2024 Collection,Mil-Spec Grade,0.0,0.9,
MAC-10 | Pipsqueak (Well-Worn),MAC-10 | Pipsqueak,Well-Worn,0.4,0.54,1.32,37,MAC-10,The Overpass 2024 Collection,Mil-Spec Grade,0.0,0.9,
MAC-10 | Poplar Thicket (Battle-Scarred),MAC-10 | Poplar Thicket,Battle-Scarred,0.73,0.73,0.73,1,MAC-10,The Boreal Collection,Mil-Spec Grade,0.0,0.68,
MAC-10 | Poplar Thicket (Factory New),MAC-10 | Poplar Thicket,Factory New,5.95,3.3,13.31,7,MAC-10,The Boreal Collection,Mil-Spec Grade,0.0,0.68,
MAC-10 | Poplar Thicket (Field-Tested),MAC-10 | Poplar Thicket,Field-Tested,1.85,1.21,1.97,3,MAC-10,The Boreal Collection,Mil-Spec Grade,0.0,0.68,
MAC-10 | Poplar Thicket (Minimal Wear),MAC-10 | Poplar Thicket,Minimal Wear,2.53,2.41,3.77,2,MAC-10,The Boreal Collection,Mil-Spec Grade,0.0,0.68,
MAC-10 | Poplar Thicket (Well-Worn),MAC-10 | Poplar Thicket,Well-Worn,0.71,0.79,0.71,1,MAC-10,The Boreal Collection,Mil-Spec Grade,0.0,0.68,
MAC-10 | Propaganda (Battle-Scarred),MAC-10 | Propaganda,Battle-Scarred,29.85,33.42,40.19,5,MAC-10,The 2021 Train Collection,Classified,0.0,0.62,Covert
MAC-10 | Propaganda (Factory New),MAC-10 | Propaganda,Factory New,55.0,67.76,66.79,11,MAC-10,The 2021 Train Collection,Classified,0.0,0.62,Covert
MAC-10 | Propaganda (Field-Tested),MAC-10 | Propaganda,Field-Tested,35.6,43.16,47.17,17,MAC-10,The 2021 Train Collection,Classified,0.0,0.62,Covert
MAC-10 | Propaganda (Minimal Wear),MAC-10 | Propaganda,Minimal Wear,40.79,50.78,57.89,15,MAC-10,The 2021 Train Collection,Classified,0.0,0.62,Covert
MAC-10 | Propaganda (Well-Worn),MAC-10 | Propaganda,Well-Worn,45.24,35.93,45.24,1,MAC-10,The 2021 Train Collection,Classified,0.0,0.62,Covert
MAC-10 | Rangeen (Battle-Scarred),MAC-10 | Rangeen,Battle-Scarred,0.27,0.18,0.78,9,MAC-10,The Shadow Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Rangeen (Factory New),MAC-10 | Rangeen,Factory New,0.68,0.72,2.78,47,MAC-10,The Shadow Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Rangeen (Field-Tested),MAC-10 | Rangeen,Field-Tested,0.15,0.21,0.68,62,MAC-10,The Shadow Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Rangeen (Minimal Wear),MAC-10 | Rangeen,Minimal Wear,0.41,0.45,1.15,47,MAC-10,The Shadow Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Rangeen (Well-Worn),MAC-10 | Rangeen,Well-Worn,0.33,0.26,0.34,9,MAC-10,The Shadow Collection,Mil-Spec Grade,0.0,0.5,
MAC-10 | Red Filigree (Battle-Scarred),MAC-10 | Red Filigree,Battle-Scarred,,131.64,,0,MAC-10,The Canals Collection,Restricted,0.0,0.5,Classified
MAC-10 | Red Filigree (Factory New),MAC-10 | Red Filigree,Factory New,104.0,112.2,124.35,10,MAC-10,The Canals Collection,Restricted,0.0,0.5,Classified
MAC-10 | Red Filigree (Field-Tested),MAC-10 | Red Filigree,Field-Tested,,82.97,,0,MAC-10,The Canals Collection,Restricted,0.0,0.5,Classified
MAC-10 | Red Filigree (Minimal Wear),MAC-10 | Red Filigree,Minimal Wear,83.03,93.77,93.01,2,MAC-10,The Canals Collection,Restricted,0.0,0.5,Classified
MAC-10 | Red Filigree (Well-Worn),MAC-10 | Red Filigree,Well-Worn,,59.48,,0,MAC-10,The Canals Collection,Restricted,0.0,0.5,Classified
MAC-10 | Saibā Oni (Battle-Scarred),MAC-10 | Saibā Oni,Battle-Scarred,0.56,0.61,0.98,14,MAC-10,The Gallery Collection,Restricted,0.0,0.66,Classified
MAC-10 | Saibā Oni (Factory New),MAC-10 | Saibā Oni,Factory New,2.97,3.97,6.33,149,MAC-10,The Gallery Collection,Restricted,0.0,0.66,Classified
MAC-10 | Saibā Oni (Field-Tested),MAC-10 | Saibā Oni,Field-Tested,0.68,0.87,1.12,136,MAC-10,The Gallery Collection,Restricted,0.0,0.66,Classified
MAC-10 | Saibā Oni (Minimal Wear),MAC-10 | Saibā Oni,Minimal Wear,1.5,1.85,4.12,81,MAC-10,The Gallery Collection,Restricted,0.0,0.66,Classified
MAC-10 | Saibā Oni (Well-Worn),MAC-10 | Saibā Oni,Well-Worn,0.74,1.02,1.42,13,MAC-10,The Gallery Collection,Restricted,0.0,0.66,Classified
MAC-10 | Sakkaku (Battle-Scarred),MAC-10 | Sakkaku,Battle-Scarred,0.16,0.23,0.59,236,MAC-10,The Revolution Collection,Restricted,0.21,0.79,Classified
MAC-10 | Sakkaku (Field-Tested),MAC-10 | Sakkaku,Field-Tested,0.42,0.59,2.69,593,MAC-10,The Revolution Collection,Restricted,0.21,0.79,Classified
MAC-10 | Sakkaku (Well-Worn),MAC-10 | Sakkaku,Well-Worn,0.17,0.24,0.63,226,MAC-10,The Revolution Collection,Restricted,0.21,0.79,Classified
MAC-10 | Sienna Damask (Battle-Scarred),MAC-10 | Sienna Damask,Battle-Scarred,0.43,0.44,1.34,4,MAC-10,The 2021 Mirage Collection,Consumer Grade,0.0,0.6,
MAC-10 | Sienna Damask (Factory New),MAC-10 | Sienna Damask,Factory New,0.54,0.57,1.76,67,MAC-10,The 2021 Mirage Collection,Consumer Grade,0.0,0.6,
MAC-10 | Sienna Damask (Field-Tested),MAC-10 | Sienna Damask,Field-Tested,0.39,0.48,0.83,219,MAC-10,The 2021 Mirage Collection,Consumer Grade,0.0,0.6,
MAC-10 | Sienna Damask (Minimal Wear),MAC-10 | Sienna Damask,Minimal Wear,0.46,0.48,1.84,66,MAC-10,The 2021 Mirage Collection,Consumer Grade,0.0,0.6,
MAC-10 | Sienna Damask (Well-Worn),MAC-10 | Sienna Damask,Well-Worn,0.44,0.53,2.72,2,MAC-10,The 2021 Mirage Collection,Consumer Grade,0.0,0.6,
MAC-10 | Silver (Factory New),MAC-10 | Silver,Factory New,0.32,0.42,1.96,619,MAC-10,The Bank Collection,Industrial Grade,0.0,0.08,Mil-Spec
MAC-10 | Silver (Minimal Wear),MAC-10 | Silver,Minimal Wear,0.32,0.37,3.13,13,MAC-10,The Bank Collection,Industrial Grade,0.0,0.08,Mil-Spec
MAC-10 | Stalker (Battle-Scarred),MAC-10 | Stalker,Battle-Scarred,10.72,13.46,14.62,11,MAC-10,The Shattered Web Collection,Covert,0.0,1.0,
MAC-10 | Stalker (Factory New),MAC-10 | Stalker,Factory New,60.91,78.65,78.22,14,MAC-10,The Shattered Web Collection,Covert,0.0,1.0,
MAC-10 | Stalker (Field-Tested),MAC-10 | Stalker,Field-Tested,14.68,16.29,20.02,40,MAC-10,The Shattered Web Collection,Covert,0.0,1.0,
MAC-10 | Stalker (Minimal Wear),MAC-10 | Stalker,Minimal Wear,26.2,28.14,35.51,22,MAC-10,The Shattered Web Collection,Covert,0.0,1.0,
MAC-10 | Stalker (Well-Worn),MAC-10 | Stalker,Well-Worn,10.99,12.93,15.31,18,MAC-10,The Shattered Web Collection,Covert,0.0,1.0,
MAC-10 | Storm Camo (Battle-Scarred),MAC-10 | Storm Camo,Battle-Scarred,0.06,0.03,0.18,12,MAC-10,The Ascent Collection,Consumer Grade,0.0,0.637288,
MAC-10 | Storm Camo (Factory New),MAC-10 | Storm Camo,Factory New,0.09,0.09,0.41,153,MAC-10,The Ascent Collection,Consumer Grade,0.0,0.637288,
MAC-10 | Storm Camo (Field-Tested),MAC-10 | Storm Camo,Field-Tested,0.02,0.03,0.29,31,MAC-10,The Ascent Collection,Consumer Grade,0.0,0.637288,
